#	X(mm)	XP(mrad)	Y(mm)	YP(mrad)	Z(mm)	W(MeV)
0.075	0.079	0.623	0.7	-99.55	71.873
-0.294	1.171	-0.583	-0.602	-206.48	72.019
-0.01	0.335	0.077	-0.048	-219.49	72.039
0.053	0.386	0.21	0.19	-240.21	72.067
-0.097	0.45	-0.797	-0.884	-49.62	71.805
0.267	-0.684	-0.309	-0.284	-135.21	71.922
-0.042	-0.261	-0.5	-0.497	-127.58	71.911
0.079	0.127	0.354	0.427	-239.7	72.066
0.162	0.181	0.122	0.181	-16.49	71.76
0.092	0.084	0.228	0.304	-170.09	71.97
-0.152	0.348	-0.753	-0.817	24.17	71.705
-0.101	0.02	0.527	0.491	-79.05	71.845
-0.137	0.113	0.571	0.602	-35.31	71.785
0.257	-0.951	0.737	0.833	-116.55	71.896
0.033	0.364	0.096	-0.019	-217.97	72.036
0.318	-1.197	-0.744	-0.841	-208.3	72.021
-0.065	0.37	0.792	0.799	-277.7	72.118
-0.213	0.801	0.076	0.019	-186.22	71.992
0.159	-0.556	-0.362	-0.539	-262.82	72.098
0.119	-0.843	0.359	0.281	-209.95	72.025
-0.137	0.401	-0.761	-0.888	21.78	71.708
0.069	0.417	-0.275	-0.166	-87.14	71.856
0.088	0.221	0.522	0.449	-45.19	71.799
0.252	-0.549	-0.539	-0.66	-66.32	71.827
0.055	-0.471	0.792	0.936	-79.92	71.846
0.024	0.183	-0.102	-0.027	-194.35	72.004
-0.132	0.683	-0.397	-0.284	-197.73	72.008
-0.209	0.337	-0.558	-0.566	17.97	71.713
-0.192	0.288	-0.075	-0.083	-95.34	71.867
-0.104	-0.32	0.171	0.261	-83.44	71.851
0.085	-0.103	0.805	0.979	-17.0	71.76
0.231	-0.664	-0.532	-0.491	-94.55	71.866
-0.214	0.692	0.051	0.005	-166.32	71.965
-0.069	-0.143	0.008	0.074	-182.18	71.987
-0.017	-0.279	-0.581	-0.636	-170.86	71.971
-0.01	0.052	-0.857	-1.033	-163.55	71.963
0.314	-0.851	-0.591	-0.567	-83.74	71.851
0.104	0.518	-0.269	-0.128	17.54	71.714
-0.028	0.276	0.136	0.168	-189.78	71.998
-0.23	0.628	0.652	0.767	-42.25	71.795
-0.135	0.401	-0.805	-0.987	36.12	71.688
0.137	-0.606	-0.8	-0.955	26.95	71.701
0.195	-0.126	0.315	0.357	-79.45	71.846
-0.074	0.035	-0.314	-0.363	-179.18	71.983
-0.0	-0.487	-0.464	-0.482	-235.39	72.06
-0.023	0.063	0.092	0.226	-222.28	72.043
0.19	-0.39	0.146	0.35	-157.51	71.952
-0.155	1.027	0.2	0.277	-249.2	72.079
0.255	-0.85	-0.761	-0.766	-111.82	71.89
0.066	-0.156	-0.786	-0.93	11.33	71.722
-0.138	-0.161	0.391	0.305	8.58	71.726
0.243	-0.829	0.168	0.281	-199.52	72.01
0.161	-0.597	0.567	0.686	-198.22	72.008
0.162	0.392	0.129	0.196	27.83	71.7
-0.17	0.909	-0.902	-0.984	-93.01	71.864
0.271	-1.149	0.432	0.357	-214.16	72.03
-0.038	0.297	0.804	0.972	-36.0	71.786
0.061	0.389	-0.121	-0.058	-244.53	72.073
0.152	0.068	-0.217	-0.233	-37.24	71.788
-0.01	0.12	-0.948	-1.184	62.0	71.653
0.028	-0.396	-0.714	-0.811	-184.8	71.99
-0.115	-0.35	-0.314	-0.342	-47.64	71.802
-0.061	0.064	0.874	1.065	94.04	71.61
-0.194	0.193	-0.187	-0.256	-78.67	71.845
-0.074	0.408	-0.928	-1.165	4.81	71.73
-0.194	0.38	-0.195	-0.22	-104.93	71.88
0.025	0.112	-0.806	-0.951	53.36	71.665
0.033	-0.328	0.195	0.059	-213.81	72.031
0.093	-0.484	-0.727	-0.771	-84.55	71.853
-0.041	-0.137	0.18	0.703	269.12	71.371
0.039	-0.298	0.513	0.597	-252.77	72.085
-0.0	0.407	0.733	0.731	-80.53	71.847
0.108	0.21	0.065	0.173	-92.43	71.863
0.206	-1.159	0.099	-0.042	-249.7	72.08
-0.092	-0.399	-0.095	-0.073	-78.11	71.844
0.021	-0.474	-0.576	-0.619	-261.6	72.096
-0.223	0.592	-0.199	-0.092	-128.9	71.913
0.163	0.552	-0.218	-0.125	78.3	71.632
-0.022	0.721	0.152	0.122	-247.09	72.077
0.074	0.35	-0.089	-0.022	-201.13	72.013
0.195	-0.796	-0.575	-0.65	-158.84	71.954
0.163	0.227	0.235	0.295	4.95	71.731
0.15	0.583	0.071	-0.051	41.42	71.682
0.156	-0.788	-0.441	-0.484	-196.53	72.006
0.099	0.454	-0.059	-0.218	-49.58	71.805
-0.204	1.162	-0.076	-0.093	-245.79	72.075
-0.077	0.405	0.62	0.694	-125.55	71.909
-0.125	-0.496	0.052	-0.121	3.25	71.733
-0.058	0.178	-0.647	-0.717	-83.35	71.851
0.337	-0.998	0.646	0.7	-121.36	71.903
-0.194	0.356	-0.443	-0.301	-79.6	71.846
0.17	-0.931	-0.051	0.046	-221.92	72.042
0.042	0.442	0.111	0.135	-238.49	72.065
0.029	0.641	0.061	-0.011	-269.0	72.107
-0.164	0.643	0.843	1.06	12.74	71.72
-0.244	1.025	0.237	0.333	-230.3	72.053
-0.036	0.024	0.54	0.601	-254.7	72.087
-0.238	0.405	-0.5	-0.623	-42.43	71.795
-0.147	0.032	-0.293	-0.476	-121.41	71.903
0.176	0.842	0.128	0.189	92.31	71.612
0.037	-0.277	0.615	0.698	-210.58	72.026
0.107	0.303	0.034	-0.057	-60.23	71.819
-0.329	1.338	0.504	0.567	-259.6	72.093
-0.18	-0.265	0.234	0.34	23.72	71.705
0.079	-0.652	0.891	0.997	-45.71	71.8
0.051	0.453	-0.163	-0.283	-259.18	72.093
0.203	-0.582	-0.652	-0.808	-123.38	71.905
0.136	-1.074	-0.612	-0.673	-266.97	72.103
-0.001	0.229	0.401	0.4	-157.87	71.953
-0.152	-0.175	0.387	0.374	18.66	71.712
-0.108	-0.014	0.711	0.78	2.85	71.733
-0.043	0.784	0.481	0.537	-278.14	72.12
-0.07	0.277	0.18	0.328	-234.39	72.06
-0.095	-0.13	0.216	0.187	-108.14	71.885
0.094	-0.474	-0.613	-0.685	-273.49	72.114
-0.07	-0.281	-0.402	-0.402	-110.69	71.888
0.001	0.712	-0.108	0.028	-252.66	72.084
0.032	-0.138	0.039	-0.042	-186.93	71.994
0.042	0.465	-0.501	-0.514	202.57	71.463
0.295	-1.371	-0.361	-0.364	-255.86	72.088
0.013	0.196	-0.782	-0.889	-17.31	71.761
-0.04	0.673	0.579	0.611	-231.05	72.054
-0.196	0.237	-0.183	-0.084	-77.66	71.843
0.152	0.366	0.111	0.107	20.2	71.71
0.02	0.211	-0.767	-0.806	-272.06	72.111
-0.076	0.118	0.066	0.177	-197.08	72.007
0.205	-0.941	-0.643	-0.65	-152.24	71.945
-0.105	-0.119	-0.023	-0.191	-131.57	71.917
-0.117	0.15	-0.709	-0.672	-61.62	71.821
-0.117	1.127	-0.188	-0.077	-257.39	72.091
-0.079	-0.367	0.06	0.088	-118.71	71.899
-0.222	0.708	0.75	0.934	-12.47	71.754
-0.162	0.729	0.282	0.373	-207.56	72.022
0.059	0.016	-0.563	-0.516	-107.03	71.883
0.379	-1.161	-0.579	-0.589	-186.77	71.992
0.205	-1.129	-0.143	-0.192	-241.45	72.068
0.357	-1.404	0.461	0.559	-270.04	72.108
0.085	0.012	0.66	0.738	-253.14	72.086
0.12	-0.331	-0.747	-0.838	22.56	71.707
-0.046	0.002	0.584	0.626	-94.99	71.867
-0.034	-0.355	-0.377	-0.25	-145.48	71.936
-0.238	0.965	-0.142	0.027	-219.22	72.037
0.073	-0.613	0.043	-0.06	-216.14	72.034
-0.019	0.597	0.489	0.474	-181.64	71.986
-0.127	0.899	-0.528	-0.591	-236.93	72.062
0.082	-0.222	0.308	0.433	-241.86	72.07
-0.023	0.777	0.065	0.113	-256.48	72.09
-0.003	-0.516	-0.604	-0.665	-282.0	72.125
0.078	-0.614	-0.218	-0.232	-203.87	72.017
-0.065	0.144	0.376	0.448	-194.04	72.003
-0.092	0.759	0.432	0.531	-267.36	72.105
-0.071	0.023	-0.404	-0.477	-185.4	71.991
-0.101	-0.189	0.498	0.535	-57.09	71.815
0.182	-0.317	0.441	0.446	-44.83	71.798
-0.224	-0.155	0.112	0.358	245.15	71.404
-0.034	-0.235	-0.247	-0.187	-166.46	71.965
-0.05	0.539	-0.691	-0.787	171.66	71.505
-0.243	0.969	-0.827	-0.869	-127.66	71.911
0.183	-0.891	-0.856	-0.998	-55.41	71.813
0.078	-0.865	0.103	0.132	-242.05	72.07
-0.102	0.319	0.564	0.628	-260.64	72.095
0.104	-0.425	0.76	0.92	-38.83	71.79
0.176	-1.057	-0.58	-0.531	-189.59	71.996
-0.127	-0.082	0.492	0.413	-4.85	71.744
-0.168	0.574	0.661	0.704	-59.89	71.819
-0.148	-0.215	0.312	0.191	36.51	71.688
-0.151	0.387	-0.018	-0.115	-149.17	71.941
-0.003	-0.595	-0.151	-0.117	-233.51	72.058
0.05	-0.531	-0.002	0.009	-202.73	72.015
0.098	-0.391	0.569	0.496	-144.47	71.935
0.247	-0.531	-0.411	-0.447	-64.3	71.825
0.163	-0.195	-0.658	-0.69	39.46	71.684
0.31	-0.85	0.476	0.543	-150.19	71.942
0.183	-0.201	0.595	0.638	38.34	71.685
-0.044	-0.364	-0.4	-0.455	-261.7	72.097
-0.117	0.354	0.787	0.938	103.77	71.597
0.017	-0.525	-0.851	-0.931	-27.5	71.775
0.197	-0.754	-0.733	-0.884	-71.68	71.835
-0.148	-0.233	-0.022	0.008	-7.31	71.747
-0.136	-0.206	-0.364	-0.389	-12.01	71.753
-0.169	0.528	-0.708	-0.693	-74.53	71.839
-0.205	0.083	-0.343	-0.392	14.76	71.717
-0.273	0.961	0.533	0.686	-197.34	72.007
0.08	-0.457	-0.014	-0.181	-233.07	72.058
-0.148	-0.127	-0.006	0.18	-39.26	71.791
0.038	0.109	0.384	0.327	-138.97	71.927
-0.076	1.082	0.355	0.463	-296.0	72.145
-0.051	0.108	-0.288	-0.355	-189.72	71.997
-0.097	0.393	0.073	0.138	-179.59	71.983
0.18	-0.361	-0.584	-0.469	-82.91	71.85
0.019	-0.233	-0.609	-0.686	-234.11	72.058
-0.175	0.354	-0.442	-0.446	-59.1	71.818
0.185	-0.818	0.655	0.783	-158.8	71.954
-0.166	-0.202	0.243	0.383	-6.56	71.746
-0.034	0.204	-0.483	-0.458	206.31	71.458
0.088	0.368	0.155	0.132	-75.31	71.84
0.137	-0.809	0.843	0.997	-71.37	71.834
0.048	-0.689	-0.37	-0.374	-219.44	72.038
0.195	0.092	0.431	0.47	55.05	71.663
-0.034	0.448	0.632	0.687	-265.72	72.102
0.11	-0.345	-0.22	-0.333	-194.36	72.003
0.092	-0.226	0.737	0.833	3.63	71.732
-0.276	0.84	-0.264	-0.259	-158.08	71.953
0.19	0.371	0.196	0.155	97.82	71.605
0.143	-0.363	-0.321	-0.465	-183.05	71.988
-0.061	-0.256	0.367	0.47	-277.85	72.12
-0.18	0.838	-0.338	-0.251	-180.43	71.984
0.053	0.118	0.669	0.77	-69.17	71.831
0.16	-0.386	-0.298	-0.473	-177.19	71.979
0.17	0.068	-0.187	-0.088	12.51	71.721
0.147	-0.557	-0.606	-0.71	-116.91	71.897
-0.01	0.136	0.722	0.755	-265.46	72.101
-0.063	-0.234	0.456	0.522	-238.94	72.065
0.121	-0.088	-0.101	-0.061	-110.74	71.888
-0.123	0.277	-0.555	-0.656	-104.07	71.879
-0.193	-0.247	-0.214	-0.242	69.19	71.644
0.12	0.002	0.476	0.336	-67.39	71.829
-0.266	0.856	0.309	0.378	-176.33	71.978
-0.063	-0.392	0.202	0.207	-214.64	72.031
-0.111	0.5	0.727	0.812	-45.22	71.799
-0.03	-0.633	0.308	0.347	-284.59	72.129
0.08	-0.652	-0.462	-0.547	-249.32	72.08
0.087	-0.716	-0.941	-1.138	-9.78	71.751
0.035	0.561	-0.352	-0.362	-276.47	72.117
-0.074	0.56	-0.269	-0.229	-180.54	71.985
0.052	-0.792	-0.444	-0.484	-254.98	72.087
-0.036	-0.414	0.317	0.297	-155.86	71.95
-0.235	0.929	0.292	0.225	-175.92	71.978
-0.088	0.278	0.279	0.362	-186.31	71.992
-0.077	0.647	0.839	0.997	37.79	71.686
0.163	-0.555	-0.534	-0.5	-100.4	71.874
0.086	-0.143	0.161	0.22	-164.02	71.962
-0.117	0.138	0.011	0.009	-124.91	71.908
0.202	-0.884	0.515	0.475	-156.09	71.95
0.114	-0.296	-0.37	-0.474	-177.91	71.981
0.078	-0.355	0.765	0.84	-16.06	71.759
-0.09	-0.027	0.095	0.196	-158.72	71.954
-0.03	0.741	-0.443	-0.552	-288.84	72.135
0.128	-0.781	0.282	0.388	-231.6	72.055
0.301	-0.92	0.277	0.188	-155.79	71.95
-0.192	0.241	0.283	0.411	-72.79	71.836
0.061	0.386	-0.467	-0.36	-43.81	71.797
-0.083	0.904	0.51	0.566	-261.7	72.096
-0.171	0.305	0.347	0.283	-63.2	71.823
-0.117	0.362	-0.703	-0.682	-90.18	71.86
-0.024	-0.426	0.532	0.57	-165.08	71.963
0.013	0.35	-0.72	-0.828	-147.44	71.938
0.064	-0.585	0.788	0.936	43.48	71.679
-0.121	0.832	0.751	0.795	-102.37	71.877
-0.116	0.831	0.456	0.507	-217.29	72.035
0.219	-0.37	-0.343	-0.399	-50.42	71.806
0.033	0.462	0.469	0.395	-76.02	71.841
0.185	-0.754	0.264	0.263	-165.79	71.964
0.302	-1.119	0.19	0.138	-215.74	72.033
-0.128	0.618	0.28	0.461	-257.76	72.091
0.175	-0.887	0.079	0.102	-203.43	72.016
0.0	-0.285	0.066	0.005	-186.02	71.992
0.14	-0.121	-0.434	-0.444	-46.22	71.8
0.14	-0.744	0.527	0.645	-233.03	72.056
-0.095	-0.246	0.256	0.137	-55.46	71.813
-0.234	0.609	0.511	0.469	-44.29	71.798
-0.081	0.42	-0.464	-0.583	-262.42	72.099
0.271	-1.297	0.137	0.048	-240.53	72.067
0.136	-0.949	0.255	0.393	-256.43	72.089
0.09	0.476	0.096	0.026	-52.17	71.808
0.048	0.308	0.176	0.021	-160.18	71.956
0.159	-0.619	0.446	0.433	-124.91	71.908
-0.252	0.927	-0.501	-0.573	-163.99	71.961
-0.01	0.217	0.527	0.567	167.64	71.51
0.215	-1.253	-0.21	-0.22	-247.82	72.077
-0.06	0.037	0.761	0.833	23.8	71.705
0.149	0.269	-0.001	0.17	-0.72	71.739
-0.191	-0.432	-0.079	-0.184	88.99	71.617
0.242	-1.37	-0.138	-0.074	-256.87	72.089
-0.202	0.564	-0.28	-0.497	-181.51	71.985
-0.095	0.119	0.421	0.329	-114.13	71.893
0.092	-0.616	0.836	0.994	-14.26	71.757
0.229	-0.724	-0.309	-0.465	-174.58	71.976
0.157	-0.484	-0.72	-0.9	-64.53	71.825
0.029	-0.565	-0.589	-0.52	-119.46	71.9
-0.228	0.668	0.701	0.875	-13.37	71.755
0.231	-0.927	-0.807	-0.899	-54.5	71.812
0.017	-0.008	0.313	0.215	-159.44	71.955
0.086	-0.167	-0.763	-0.892	76.19	71.634
-0.048	0.536	-0.514	-0.563	-172.32	71.973
0.282	-1.077	0.667	0.747	-154.83	71.948
0.14	0.421	-0.048	0.066	22.58	71.707
-0.147	-0.266	-0.075	-0.103	1.68	71.735
-0.052	0.068	0.44	0.539	-251.49	72.083
-0.053	0.269	-0.363	-0.476	-239.06	72.066
-0.17	-0.554	0.074	0.026	67.15	71.646
-0.239	0.051	-0.056	-0.201	259.11	71.385
-0.103	0.893	0.427	0.433	-213.7	72.03
-0.111	0.394	-0.528	-0.627	-143.03	71.932
0.01	0.391	-0.385	-0.489	-265.85	72.103
-0.148	0.34	0.685	0.649	-45.03	71.799
-0.153	0.617	0.248	0.103	-179.82	71.983
0.043	-0.188	-0.588	-0.629	-84.84	71.853
0.011	0.249	-0.229	-0.358	-239.52	72.067
0.215	-0.214	-0.384	-0.482	-11.03	71.752
0.149	-1.135	0.136	0.05	-242.11	72.069
0.061	0.357	-0.591	-0.542	-23.18	71.769
-0.052	0.04	-0.873	-0.971	-240.32	72.068
0.235	-0.693	0.575	0.694	-83.14	71.85
0.087	-0.509	0.553	0.613	-133.62	71.92
0.127	-0.628	0.726	0.839	79.84	71.629
-0.102	0.968	-0.01	0.062	-240.16	72.067
-0.046	-0.29	-0.334	-0.399	-184.25	71.989
0.017	-0.219	0.687	0.731	-279.11	72.121
0.047	-0.884	0.363	0.491	-293.11	72.141
-0.193	0.443	0.081	0.001	-102.83	71.878
-0.161	0.428	0.599	0.736	-81.55	71.848
-0.015	-0.188	-0.619	-0.671	-270.0	72.108
-0.107	-0.183	-0.251	-0.401	-108.18	71.885
0.084	-0.554	-0.445	-0.564	-268.0	72.106
0.257	-0.635	-0.496	-0.669	-101.75	71.876
0.09	-0.594	-0.486	-0.407	-157.92	71.953
-0.19	0.302	-0.053	-0.029	-68.67	71.831
0.255	-0.581	0.416	0.412	-34.56	71.784
0.035	-0.716	0.165	0.192	-233.18	72.057
0.228	-1.423	0.029	-0.072	-269.26	72.107
0.198	-0.296	0.531	0.702	-56.51	71.814
-0.139	-0.259	0.195	0.371	-28.89	71.776
0.041	-0.09	0.397	1.136	243.46	71.407
-0.016	0.535	0.777	0.774	-53.91	71.811
0.123	0.147	-0.247	-0.427	-92.52	71.863
-0.055	0.544	0.602	0.596	-109.15	71.886
-0.206	0.533	0.262	0.31	-109.06	71.886
-0.247	0.885	-0.303	-0.489	-209.4	72.024
-0.094	0.37	-0.052	0.095	-192.66	72.001
0.144	-0.316	0.486	0.505	-61.06	71.82
0.308	-1.121	0.099	0.003	-209.34	72.024
-0.0	0.428	-0.794	-0.831	-33.2	71.782
0.086	0.122	-0.333	-0.375	-107.22	71.883
0.267	-1.233	-0.386	-0.298	-219.3	72.037
0.015	-0.874	-0.115	-0.129	-274.01	72.114
-0.003	0.426	0.531	0.461	-115.21	71.894
0.348	-1.039	0.558	0.627	-151.79	71.944
0.192	-0.449	0.176	0.145	-93.35	71.865
0.175	-0.532	-0.289	-0.196	-119.79	71.901
0.047	0.196	-0.487	-0.569	-278.57	72.121
-0.129	1.119	-0.405	-0.431	-252.98	72.084
0.156	-0.873	0.657	0.69	-126.05	71.909
0.125	0.007	-0.133	-0.209	-87.47	71.856
-0.063	-0.329	-0.039	0.13	-134.49	71.921
-0.252	0.579	-0.52	-0.578	-17.58	71.761
0.114	-0.279	-0.115	-0.055	-135.93	71.923
0.136	-0.111	0.157	0.168	-84.23	71.852
0.092	0.047	0.129	0.167	-123.0	71.905
0.244	-0.612	0.395	0.284	-66.14	71.828
0.206	-0.743	0.757	0.946	-16.51	71.76
0.013	-0.268	0.667	0.742	-61.09	71.82
0.077	-0.076	-0.645	-0.688	-31.83	71.781
-0.112	0.82	0.072	-0.082	-228.6	72.051
-0.026	-0.455	0.605	0.586	-49.78	71.805
-0.336	1.216	0.752	0.822	-172.52	71.972
-0.107	0.059	-0.241	-0.115	-111.37	71.889
0.018	0.424	-0.52	-0.57	-138.52	71.926
-0.236	0.579	-0.243	-0.13	-84.24	71.852
-0.031	0.225	-0.21	-0.353	-232.93	72.057
0.182	0.278	-0.026	0.054	72.51	71.639
0.116	-1.226	0.128	0.257	-277.9	72.119
0.065	-0.458	0.1	0.002	-184.61	71.99
-0.274	0.981	0.762	0.921	-51.83	71.808
0.119	0.437	-0.046	-0.131	-10.89	71.752
0.111	0.162	-0.049	-0.18	-78.42	71.844
-0.044	0.872	-0.315	-0.375	-263.62	72.099
-0.024	-0.135	0.705	0.848	-124.08	71.906
-0.029	-0.026	0.415	0.545	-221.53	72.043
-0.061	-0.16	0.843	0.982	123.8	71.57
0.039	-0.298	0.395	0.315	209.86	71.453
0.07	-0.579	0.846	1.013	0.96	71.736
0.012	0.302	0.218	0.328	-222.76	72.043
-0.184	0.242	-0.618	-0.767	-8.24	71.748
0.026	-0.706	-0.367	-0.278	-163.63	71.961
0.028	0.583	0.192	0.293	-232.69	72.056
-0.187	0.415	-0.169	-0.158	-87.73	71.857
-0.148	0.229	0.348	0.313	-61.3	71.821
-0.212	0.915	-0.491	-0.435	-154.53	71.948
0.18	-0.287	-0.178	-0.344	-99.62	71.873
0.164	-0.319	-0.428	-0.374	-47.68	71.802
0.171	-0.602	0.312	0.53	-224.11	72.044
-0.223	0.418	0.355	0.459	-62.25	71.822
-0.026	-0.537	-0.144	-0.047	-143.51	71.933
0.093	0.146	0.085	-0.004	-98.52	71.872
-0.002	0.835	-0.024	-0.014	-274.88	72.116
-0.046	-0.272	0.694	0.705	-25.62	71.772
0.149	0.346	-0.113	-0.29	9.7	71.724
0.13	-0.032	-0.157	0.012	-83.62	71.851
-0.017	-0.567	0.521	0.503	200.23	71.466
-0.027	0.452	-0.476	-0.427	-126.97	71.911
-0.214	0.537	0.515	0.548	-26.49	71.773
0.098	-0.595	0.199	0.149	-171.27	71.972
0.189	-0.175	-0.376	-0.292	46.66	71.674
0.162	-0.281	0.672	0.68	52.69	71.666
-0.044	-0.467	-0.034	0.033	-140.98	71.93
-0.057	-0.043	0.672	0.715	101.92	71.599
-0.133	1.094	0.457	0.591	-287.26	72.132
0.06	-0.482	0.191	0.174	-172.1	71.973
-0.226	1.169	-0.519	-0.542	-205.52	72.018
-0.32	0.979	0.62	0.708	-100.8	71.874
-0.117	0.074	0.321	0.26	-72.96	71.837
0.075	-0.356	0.723	0.816	-10.28	71.751
0.182	-0.042	-0.414	-0.571	-20.63	71.765
-0.2	1.291	-0.345	-0.287	-244.12	72.072
0.117	-0.889	0.485	0.518	-194.65	72.003
-0.142	1.281	0.12	0.163	-272.82	72.112
0.231	-0.753	-0.205	-0.366	-170.65	71.97
0.19	-0.7	0.666	0.67	-62.15	71.822
-0.04	-0.0	-0.235	-0.212	-140.05	71.929
-0.176	0.717	0.631	0.744	-99.5	71.873
-0.239	0.673	-0.094	-0.223	-137.62	71.925
-0.012	-0.448	0.422	0.441	-138.74	71.927
0.196	-1.306	-0.368	-0.345	-254.67	72.086
-0.196	0.184	0.355	0.338	27.83	71.7
0.044	0.137	0.67	0.79	-229.7	72.054
0.3	-1.185	0.717	0.773	-162.59	71.959
-0.24	0.741	0.639	0.769	-45.52	71.799
-0.14	0.071	0.53	0.478	8.17	71.726
-0.161	0.904	-0.568	-0.591	-148.43	71.94
-0.2	1.305	-0.029	-0.121	-254.32	72.086
-0.162	0.711	0.592	0.634	-98.61	71.872
-0.099	0.109	-0.194	-0.392	-212.84	72.029
0.178	-0.664	0.054	-0.123	-184.45	71.99
0.148	-0.588	0.693	0.776	-24.72	71.771
0.153	0.174	0.422	0.342	71.64	71.64
-0.127	-0.264	0.496	0.428	55.46	71.662
0.022	-0.563	0.861	0.939	-12.88	71.755
0.253	-0.967	0.429	0.522	-179.6	71.983
0.03	-0.312	0.135	0.088	-163.91	71.962
-0.004	-0.611	-0.379	-0.358	-197.21	72.007
-0.176	0.469	-0.347	-0.509	-143.82	71.933
0.023	-0.202	-0.738	-0.889	-30.97	71.779
-0.133	0.19	0.405	0.529	-110.01	71.887
0.178	-0.333	0.574	0.578	31.86	71.694
-0.189	0.036	0.131	0.203	15.23	71.717
0.161	-1.183	-0.518	-0.591	-251.36	72.082
-0.126	0.409	0.257	0.469	-242.48	72.07
-0.156	0.204	0.341	0.551	-139.17	71.927
0.191	-0.71	0.442	0.562	-157.02	71.952
-0.067	0.455	-0.64	-0.774	-152.38	71.945
0.009	0.065	0.612	0.554	-131.87	71.918
-0.34	1.394	-0.442	-0.552	-258.03	72.091
0.131	0.118	-0.071	-0.227	-52.8	71.809
-0.164	0.503	-0.15	-0.113	-121.52	71.903
0.215	-0.982	0.592	0.748	-194.29	72.002
-0.03	0.334	0.461	0.521	-147.88	71.939
0.097	0.297	-0.225	-0.064	-31.63	71.78
-0.011	0.417	0.681	0.775	-65.68	71.827
0.056	0.048	-0.3	-0.18	-139.45	71.928
0.036	0.528	-0.078	-0.087	-178.25	71.981
-0.004	0.153	-0.718	-0.792	54.94	71.663
-0.024	0.077	0.363	1.143	221.15	71.436
0.184	-0.504	-0.536	-0.608	-49.02	71.804
-0.106	0.186	0.008	-0.06	-130.54	71.916
-0.257	0.633	0.377	0.435	-74.96	71.839
0.018	-0.384	-0.02	0.15	-226.53	72.048
-0.199	0.294	0.108	0.04	-32.25	71.781
-0.07	0.7	0.487	0.592	-252.56	72.084
-0.109	-0.191	0.527	0.539	1.04	71.736
-0.064	0.914	-0.498	-0.532	-244.85	72.073
-0.219	0.524	-0.219	-0.063	-88.64	71.858
-0.064	-0.377	-0.425	-0.321	-35.35	71.785
0.065	0.328	-0.284	-0.423	-156.91	71.952
-0.09	0.204	0.453	0.571	-161.1	71.957
-0.113	0.626	0.485	0.601	-198.37	72.009
0.158	0.015	0.183	0.049	1.89	71.735
-0.039	0.58	-0.851	-0.967	-3.91	71.743
-0.121	0.367	0.222	0.183	-121.02	71.903
0.092	0.306	0.391	0.465	-65.84	71.827
0.015	0.285	0.631	0.671	-294.79	72.143
0.36	-1.159	-0.561	-0.618	-175.94	71.977
-0.052	0.261	-0.716	-0.848	-23.36	71.769
0.27	-0.874	0.166	0.187	-162.04	71.959
-0.1	0.2	-0.314	-0.326	-108.03	71.885
0.368	-1.284	0.507	0.556	-219.48	72.037
0.052	-0.096	-0.48	-0.598	-204.32	72.017
0.124	0.078	-0.393	-0.252	-11.55	71.753
-0.06	0.077	-0.336	-0.241	-127.23	71.911
-0.189	0.088	0.112	0.133	12.93	71.72
0.14	0.076	-0.378	-0.505	-43.81	71.797
0.227	-0.042	0.003	0.128	221.94	71.436
-0.274	1.018	-0.29	-0.321	-178.65	71.981
-0.163	1.203	0.45	0.546	-258.22	72.091
0.196	-0.299	0.151	0.311	-70.48	71.833
-0.249	0.694	-0.132	-0.069	-107.87	71.884
0.074	0.261	0.414	0.525	-122.98	71.905
0.123	-0.288	0.476	0.453	-62.52	71.822
-0.013	-0.209	-0.016	0.11	-187.43	71.994
0.126	-0.775	-0.783	-0.926	-58.91	71.817
0.268	-0.746	0.372	0.506	-140.56	71.929
0.081	-0.48	0.385	0.448	-162.61	71.96
-0.106	0.693	-0.79	-0.852	-48.36	71.803
0.189	-0.096	0.161	0.286	-7.1	71.747
0.057	-0.89	-0.214	-0.119	-212.74	72.029
-0.176	0.224	-0.127	-0.244	-62.65	71.823
-0.068	-0.465	-0.166	-0.197	-125.03	71.908
0.073	-0.682	-0.524	-0.545	-132.85	71.919
-0.172	0.024	0.373	0.28	64.16	71.65
-0.021	-0.241	0.284	0.218	-132.95	71.919
-0.107	-0.245	-0.049	0.041	-47.78	71.802
0.111	-0.03	-0.359	-0.189	-100.9	71.875
0.081	0.027	-0.545	-0.564	-41.03	71.793
0.051	0.16	0.301	0.268	-111.44	71.889
-0.097	-0.023	-0.303	-0.118	-128.97	71.913
0.105	-0.078	-0.301	-0.393	-118.11	71.898
-0.015	0.359	0.652	0.748	-70.29	71.833
-0.124	0.709	0.113	0.081	-175.54	71.978
-0.032	-0.238	0.46	0.568	-186.78	71.993
-0.135	-0.012	-0.094	-0.053	-48.06	71.803
-0.21	0.44	0.287	0.194	-31.66	71.781
-0.022	-0.563	-0.261	-0.361	-199.19	72.01
0.015	-0.59	0.505	0.573	-175.54	71.977
0.083	0.276	0.486	0.591	-87.85	71.857
-0.24	0.905	-0.062	-0.162	-174.07	71.975
0.074	0.093	0.356	0.476	-154.41	71.948
-0.07	-0.284	0.747	0.75	19.06	71.711
0.112	-0.733	0.787	0.921	-43.11	71.796
0.21	-0.531	0.192	0.068	-86.87	71.856
-0.312	0.994	0.269	0.22	-151.74	71.944
0.009	0.207	0.06	-0.028	-166.13	71.965
